siruta,parent_siruta,postal_code,type,name
98907,98827,707443,sat,SLOBOZIA
98916,225,0,comuna,SCANTEIA
98925,98916,707425,sat,SCANTEIA
98934,98916,707426,sat,BODESTI
98943,98916,707427,sat,BOROSESTI
98952,98916,707428,sat,CIOCARLESTI
98961,98916,707429,sat,LUNCA RATES
98970,98916,707431,sat,REDIU
98989,98916,707432,sat,TUFESTII DE SUS
98998,225,0,comuna,SCOBINTI
99003,98998,707445,sat,SCOBINTI
99012,98998,707446,sat,BADENI
99021,98998,707447,sat,FETESTI
99030,98998,707448,sat,STICLARIA
99049,98998,707449,sat,ZAGAVIA
99058,225,0,comuna,SINESTI
99067,99058,707450,sat,SINESTI
99076,99058,707451,sat,BOCNITA
99085,99058,707452,sat,OSOI
99094,99058,707453,sat,STORNESTI
99101,225,0,comuna,SIRETEL
99110,99101,707455,sat,SIRETEL
99129,99101,707456,sat,BEREZLOGI
99138,99101,707457,sat,HUMOSU
99147,99101,707458,sat,SATU NOU
99156,99101,707459,sat,SLOBOZIA
99165,225,0,comuna,STOLNICENI-PRAJESCU
99174,99165,707460,sat,STOLNICENI-PRAJESCU
99183,99165,707461,sat,BRATESTI
99192,99165,707462,sat,COZMESTI
99209,225,0,comuna,STRUNGA
99218,99209,707465,sat,STRUNGA
99227,99209,707466,sat,BRATULESTI
99236,99209,707467,sat,CRIVESTI
99245,99209,707468,sat,CUCOVA
99254,99209,707469,sat,FARCASENI
99263,99209,707471,sat,FEDELESENI
99272,99209,707472,sat,GURA VAII
99281,99209,707473,sat,HABASESTI
99290,225,0,comuna,SCHEIA
99307,99290,707475,sat,SCHEIA
99316,99290,707476,sat,CAUESTI
99325,99290,707477,sat,CIOCA-BOCA
99352,99290,707481,sat,POIANA SCHEII
99361,99290,707482,sat,SATU NOU
99370,225,0,comuna,SIPOTE
99389,99370,707485,sat,SIPOTE
99398,99370,707486,sat,CHISCARENI
99405,99370,707487,sat,HALCENI
99414,99370,707488,sat,IAZU NOU
99423,99370,707489,sat,IAZU VECHI
99432,99370,707491,sat,MITOC
99441,225,0,comuna,TANSA
99450,99441,707495,sat,TANSA
99469,99441,707496,sat,SUHULET
99478,225,0,comuna,TATARUSI
99487,99478,707500,sat,TATARUSI
99496,99478,707501,sat,IORCANI
99502,99478,707502,sat,PIETROSU
99511,99478,707503,sat,UDA
99520,99478,707504,sat,VALCICA
99539,225,0,comuna,TODIRESTI
99548,99539,707505,sat,TODIRESTI
99557,99539,707506,sat,BAICENI
99593,99539,707511,sat,STROESTI
95293,225,0,comuna,TOMESTI
95300,95293,707515,sat,TOMESTI
95319,95293,707516,sat,CHICEREA
95328,95293,707517,sat,GORUNI
95337,95293,707518,sat,VLADICENI
99600,225,0,comuna,TRIFESTI
99619,99600,707520,sat,TRIFESTI
99628,99600,707521,sat,HERMEZIU
99655,99600,707524,sat,VLADOMIRA
99664,99600,707526,sat,ZABOLOTENI
99673,225,0,comuna,TIBANA
99682,99673,707530,sat,TIBANA
99691,99673,707531,sat,ALEXENI
99708,99673,707532,sat,DOMNITA
99717,99673,707533,sat,GARBESTI
99726,99673,707534,sat,MOARA CIORNEI
99735,99673,707536,sat,OPROAIA
99744,99673,707538,sat,POIANA DE SUS
99753,99673,707537,sat,POIANA MANASTIRII
99762,99673,707539,sat,RUNCU
99771,99673,707541,sat,VADU VEJEI
99780,225,0,comuna,TIBANESTI
99799,99780,707545,sat,TIBANESTI
99806,99780,707546,sat,GLODENII GANDULUI
99815,99780,707547,sat,GRIESTI
99824,99780,707548,sat,JIGORENI
99833,99780,707549,sat,RASBOIENI
99842,99780,707551,sat,RECEA
99851,99780,707552,sat,TUNGUJEI
99860,99780,707553,sat,VALENII
99879,225,0,comuna,TIGANASI
99888,99879,707555,sat,TIGANASI
99897,99879,707556,sat,CARNICENI
99904,99879,707557,sat,MIHAIL KOGALNICEANU
99913,99879,707558,sat,STEJARII
99922,225,0,comuna,TUTORA
99931,99922,707560,sat,TUTORA
99940,99922,707561,sat,CHIPERESTI
99959,99922,707562,sat,OPRISENI
96003,225,0,comuna,UNGHENI
96012,96003,707566,sat,BOSIA
96021,96003,707567,sat,COADA STANCII
96030,96003,707568,sat,MANZATESTI
96049,96003,707565,sat,UNGHENI
100353,225,0,comuna,VALEA LUPULUI
95284,100353,707410,sat,VALEA LUPULUI
99968,225,0,comuna,VALEA SEACA
99977,99968,707570,sat,VALEA SEACA
99986,99968,707571,sat,CONTESTI
99995,99968,707572,sat,TOPILE
100004,225,0,comuna,VICTORIA
100013,100004,707580,sat,VICTORIA
100022,100004,707581,sat,FRASULENI
100031,100004,707582,sat,ICUSENI
100040,100004,707583,sat,LUCENI
100059,100004,707584,sat,SCULENI
100068,100004,707586,sat,STANCA
100077,100004,707587,sat,SENDRENI
100086,225,0,comuna,VANATORI
100095,100086,707575,sat,VANATORI
100102,100086,707576,sat,CRIVESTI
100111,100086,707577,sat,GURA BADILITEI
100120,100086,707578,sat,HARTOAPE
100139,100086,707579,sat,VLADNICUT
100148,225,0,comuna,VLADENI
100157,100148,707590,sat,VLADENI
100166,100148,707591,sat,ALEXANDRU CEL BUN
100175,100148,707592,sat,BORSA
100184,100148,707593,sat,BROSTENI
100193,100148,707594,sat,IACOBENI
100200,100148,707596,sat,VALCELELE
100219,225,0,comuna,VOINESTI
100228,100219,707600,sat,VOINESTI
100237,100219,707601,sat,LUNGANI
100246,100219,707602,sat,SCHITU STAVNIC
100255,100219,707603,sat,SLOBOZIA
100264,100219,707604,sat,VOCOTESTI
234,1,0,judet,ILFOV
179221,234,0,oras,BRAGADIRU
179230,179221,77025,localitate,BRAGADIRU
179285,234,0,oras,CHITILA
179294,179285,77045,localitate,CHITILA
179301,179285,77046,localitate,RUDENI
179409,234,0,oras,MAGURELE
179418,179409,77125,localitate,MAGURELE
179427,179409,77126,localitate,ALUNISU
179436,179409,77127,localitate,DUMITRANA
179445,179409,77128,localitate,PRUNI
179454,179409,77129,localitate,VARTEJU
179515,234,0,oras,PANTELIMON
179524,179515,77145,localitate,PANTELIMON
100576,234,0,oras,BUFTEA
100585,100576,70000,localitate,BUFTEA
100594,100576,70001,sat,BUCIUMENI
179481,234,0,oras,OTOPENI
179490,179481,75100,localitate,OTOPENI
179506,179481,75101,sat,ODAILE
179533,234,0,oras,POPESTI LEORDENI
179542,179533,77160,localitate,POPESTI LEORDENI
179551,234,0,oras,VOLUNTARI
179560,179551,77190,localitate,VOLUNTARI
102543,234,0,comuna,1 DECEMBRIE
102552,102543,77005,sat,1 DECEMBRIE
100834,234,0,comuna,AFUMATI
100843,100834,77010,sat,AFUMATI
100969,234,0,comuna,BALOTESTI
100978,100969,77015,sat,BALOTESTI
100987,100969,77016,sat,DUMBRAVENI
100996,100969,77017,sat,SAFTICA
101145,234,0,comuna,BERCENI
101154,101145,77020,sat,BERCENI
101298,234,0,comuna,BRANESTI
101305,101298,77030,sat,BRANESTI
101314,101298,77031,sat,ISLAZ
101323,101298,77032,sat,PASAREA
101332,101298,77033,sat,VADU ANEI
101742,234,0,comuna,CERNICA
101751,101742,77035,sat,CERNICA
101760,101742,77036,sat,BALACEANCA
101779,101742,77037,sat,CALDARARU
101788,101742,77038,sat,POSTA
101797,101742,77039,sat,TANGANU
179249,234,0,comuna,CHIAJNA
179258,179249,77040,sat,CHIAJNA
179267,179249,77041,sat,DUDU
179276,179249,77042,sat,ROSU
101902,234,0,comuna,CIOLPANI
101911,101902,77050,sat,CIOLPANI
101920,101902,77051,sat,IZVORANI
101939,101902,77052,sat,LUPARIA
101948,101902,77053,sat,PISCU
101957,234,0,comuna,CIOROGARLA
101966,101957,77055,sat,CIOROGARLA
101975,101957,77056,sat,DARVARI
102035,234,0,comuna,CLINCENI
102044,102035,77060,sat,CLINCENI
102053,102035,77061,sat,OLTENI
102062,102035,77062,sat,ORDOREANU
179588,234,0,comuna,COPACENI
102561,179588,77006,sat,COPACENI
102160,234,0,comuna,CORBEANCA
102179,102160,77065,sat,CORBEANCA
102188,102160,77066,sat,OSTRATU
102197,102160,77067,sat,PETRESTI
102204,102160,77068,sat,TAMASI
102213,234,0,comuna,CORNETU
102222,102213,77070,sat,CORNETU
102231,102213,77071,sat,BUDA
102473,234,0,comuna,DASCALU
102482,102473,77075,sat,DASCALU
102491,102473,77076,sat,CREATA
102507,102473,77077,sat,GAGU
102516,102473,77078,sat,RUNCU
102525,234,0,comuna,DARASTI-ILFOV
102534,102525,77080,sat,DARASTI-ILFOV
179310,234,0,comuna,DOBROESTI
179329,179310,77085,sat,DOBROESTI
179338,179310,77086,sat,FUNDENI
102570,234,0,comuna,DOMNESTI
102589,102570,77090,sat,DOMNESTI
102598,102570,77091,sat,TEGHES
102605,234,0,comuna,DRAGOMIRESTI-VALE
102614,102605,77095,sat,DRAGOMIRESTI-VALE
102623,102605,77096,sat,DRAGOMIRESTI-DEAL
102632,102605,77097,sat,ZURBAUA
103130,234,0,comuna,GANEASA
103149,103130,77100,sat,GANEASA
103158,103130,77101,sat,COZIENI
103167,103130,77102,sat,MOARA DOMNEASCA
103176,103130,77103,sat,PITEASCA
103185,103130,77104,sat,SINDRILITA
179347,234,0,comuna,GLINA
179356,179347,77105,sat,GLINA
179365,179347,77106,sat,CATELU
179374,179347,77107,sat,MANOLACHE
103443,234,0,comuna,GRADISTEA
103452,103443,77110,sat,GRADISTEA
103461,103443,77111,sat,SITARU
103513,234,0,comuna,GRUIU
103522,103513,77115,sat,GRUIU
103531,103513,77116,sat,LIPIA
103559,103513,77117,sat,SILISTEA SNAGOVULUI
103540,103513,77118,sat,SANTU FLORESTI
179383,234,0,comuna,JILAVA
179392,179383,77120,sat,JILAVA
104243,234,0,comuna,MOARA VLASIEI
104252,104243,77130,sat,MOARA VLASIEI
104261,104243,77131,sat,CACIULATI
179463,234,0,comuna,MOGOSOAIA
179472,179463,77135,sat,MOGOSOAIA
104421,234,0,comuna,NUCI
104430,104421,77140,sat,NUCI
104449,104421,77141,sat,BALTA NEAGRA
104458,104421,77142,sat,MERII PETCHII
104467,104421,77144,sat,MICSUNESTII MARI
104476,104421,77143,sat,MICSUNESTII-MOARA
104546,234,0,comuna,PERIS
104555,104546,77150,sat,PERIS
104564,104546,77151,sat,BALTENI
104573,104546,77152,sat,BURIAS
104582,234,0,comuna,PETRACHIOAIA
104591,104582,77155,sat,PETRACHIOAIA
104608,104582,77156,sat,MAINEASCA
104617,104582,77157,sat,SURLARI
104626,104582,77158,sat,VANATORI
105160,234,0,comuna,SNAGOV
105179,105160,77165,sat,SNAGOV
105188,105160,77166,sat,CIOFLICENI
105197,105160,77170,sat,GHERMANESTI
105204,105160,77167,sat,TANCABESTI
105213,105160,77168,sat,VLADICEASCA
105419,234,0,comuna,STEFANESTII DE JOS
105428,105419,77175,sat,STEFANESTII DE JOS
105437,105419,77176,sat,CRETULEASCA
105446,105419,77177,sat,STEFANESTII DE SUS
105570,234,0,comuna,TUNARI
105589,105570,77180,sat,TUNARI
105598,105570,77181,sat,DIMIENI
105936,234,0,comuna,VIDRA
105945,105936,77185,sat,VIDRA
105954,105936,77186,sat,CRETESTI
105963,105936,77187,sat,SINTESTI
243,1,0,judet,MARAMURES
106318,243,0,municipiu,BAIA MARE
106327,106318,0,localitate,BAIA MARE
106336,106318,430001,localitate,BLIDARI
106345,106318,430002,localitate,FIRIZA
106354,106318,430003,localitate,VALEA NEAGRA
106559,243,0,municipiu,SIGHETU MARMATIEI
106568,106559,435500,localitate,SIGHETU MARMATIEI
106577,106559,435501,localitate,IAPA
106586,106559,435502,localitate,LAZU BACIULUI
106595,106559,435503,localitate,SUGAU
106602,106559,435504,localitate,VALEA CUFUNDOASA
106611,106559,435505,localitate,VALEA HOTARULUI
106684,243,0,oras,BAIA SPRIE
106693,106684,435100,localitate,BAIA SPRIE
106700,106684,435101,localitate,CHIUZBAIA
106728,106684,435102,sat,SATU NOU DE SUS
106719,106684,435103,localitate,TAUTII DE SUS
106746,243,0,oras,BORSA
106755,106746,435200,localitate,BORSA
106764,106746,435250,localitate,BAILE BORSA
106782,243,0,oras,CAVNIC
106791,106782,435300,localitate,CAVNIC
108017,243,0,oras,DRAGOMIRESTI
108026,108017,437140,localitate,DRAGOMIRESTI
108892,243,0,oras,SALISTEA DE SUS
108909,108892,437295,localitate,SALISTEA DE SUS
108963,243,0,oras,SEINI
108972,108963,435400,localitate,SEINI
108981,108963,435401,sat,SABISA
108990,108963,435402,sat,VIILE APEI
109176,243,0,oras,SOMCUTA MARE
109185,109176,437335,localitate,SOMCUTA MARE
109194,109176,437336,localitate,BUCIUMI
109201,109176,437337,sat,BUTEASA
109210,109176,437338,localitate,CIOLT
109229,109176,437339,sat,CODRU BUTESII
109238,109176,437341,sat,FINTEUSU MARE
109247,109176,437342,localitate,HOVRILA
109256,109176,437343,localitate,VALENII SOMCUTEI
106461,243,0,oras,TAUTII-MAGHERAUS
106470,106461,437345,localitate,TAUTII-MAGHERAUS
106489,106461,437346,localitate,BAITA
106498,106461,437347,sat,BOZANTA MARE
106504,106461,437348,localitate,BUSAG
106513,106461,437349,sat,MERISOR
106522,106461,437351,localitate,NISTRU
106531,106461,437352,sat,ULMOASA
106817,243,0,oras,TARGU LAPUS
106826,106817,435600,localitate,TARGU LAPUS
106835,106817,435601,sat,BOIERENI
106844,106817,435602,sat,BORCUT
106853,106817,435603,sat,CUFOAIA
106862,106817,435604,sat,DAMACUSENI
106871,106817,435605,sat,DOBRICU LAPUSULUI
106880,106817,435606,sat,DUMBRAVA
106899,106817,435607,sat,FANTANELE
106906,106817,435608,sat,GROAPE
106915,106817,435609,sat,INAU
106924,106817,435610,sat,RAZOARE
106933,106817,435611,sat,ROGOZ
106942,106817,435612,sat,ROHIA
106951,106817,435613,sat,STOICENI
109265,243,0,oras,ULMENI
109274,109265,437355,localitate,ULMENI
109283,109265,437356,sat,ARDUZEL
109292,109265,437357,sat,CHELINTA
109309,109265,437358,sat,MANAU
109318,109265,437359,sat,SOMES-UILEAC
109327,109265,437361,localitate,TOHAT
109336,109265,437362,sat,TICAU
109345,109265,437363,sat,VICEA
106979,243,0,oras,VISEU DE SUS
106988,106979,435700,localitate,VISEU DE SUS
106997,106979,435701,localitate,VISEU DE MIJLOC
107001,243,0,comuna,ARDUSAT
107010,107001,437005,sat,ARDUSAT
107029,107001,437006,sat,ARIESU DE CAMP
107038,107001,437007,sat,COLTIREA
107047,243,0,comuna,ARINIS
107056,107047,737010,sat,ARINIS
107065,107047,437011,sat,RODINA
107074,107047,437012,sat,TAMASESTI
107083,243,0,comuna,ASUAJU DE SUS
107092,107083,437015,sat,ASUAJU DE SUS
107109,107083,437016,sat,ASUAJU DE JOS
107118,243,0,comuna,BAITA DE SUB CODRU
107127,107118,437020,sat,BAITA DE SUB CODRU
107145,107118,437021,sat,URMENIS
107154,243,0,comuna,BAIUT
107163,107154,437025,sat,BAIUT
107172,107154,437026,sat,POIANA BOTIZII
107181,107154,437027,sat,STRAMBU-BAIUT
107190,243,0,comuna,BASESTI
107207,107190,437030,sat,BASESTI
107136,107190,437031,sat,ODESTI
107216,107190,437032,sat,SALISTE
107225,107190,437033,sat,STREMT
107314,243,0,comuna,BARSANA
107323,107314,437035,sat,BARSANA
107332,107314,437036,sat,NANESTI
107234,243,0,comuna,BICAZ
107243,107234,437040,sat,BICAZ
107252,107234,437041,sat,CIUTA
107261,107234,437042,sat,CORNI
107270,243,0,comuna,BISTRA
107289,107270,437045,sat,BISTRA
107298,107270,437046,sat,CRASNA VISEULUI
107305,107270,437047,sat,VALEA VISEULUI
107350,243,0,comuna,BOCICOIU MARE
107369,107350,437050,sat,BOCICOIU MARE
107378,107350,437051,sat,CRACIUNESTI
107387,107350,437052,sat,LUNCA LA TISA
107396,107350,437053,sat,TISA
107403,243,0,comuna,BOGDAN VODA
107412,107403,437055,sat,BOGDAN VODA
107421,107403,437056,sat,BOCICOEL
107430,243,0,comuna,BOIU MARE
107449,107430,437060,sat,BOIU MARE
107458,107430,437061,sat,FRANCENII BOIULUI
107467,107430,437062,sat,PRISLOP
107476,107430,437062,sat,ROMANESTI
107485,243,0,comuna,BOTIZA
107494,107485,437065,sat,BOTIZA
107519,243,0,comuna,BUDESTI
107528,107519,437070,sat,BUDESTI
107537,107519,437071,sat,SARBI
107546,243,0,comuna,CALINESTI
107555,107546,734075,sat,CALINESTI
107564,107546,437076,sat,CORNESTI
107573,107546,437077,sat,VALENI
107582,243,0,comuna,CERNESTI
107591,107582,437085,sat,CERNESTI
107608,107582,437086,sat,BREBENI
107617,107582,437087,sat,CIOCOTIS
107626,107582,437088,sat,FANATE
107635,107582,437089,sat,IZVOARELE
107644,107582,437091,sat,MAGURENI
107653,107582,437092,sat,TRESTIA
107662,243,0,comuna,CICARLAU
107671,107662,437095,sat,CICARLAU
107680,107662,437096,sat,BARGAU
107699,107662,437097,sat,HANDALU ILBEI
107706,107662,437098,sat,ILBA
107715,243,0,comuna,CAMPULUNG LA TISA
107724,107715,437080,sat,CAMPULUNG LA TISA
179837,243,0,comuna,COAS
108829,179837,437282,sat,COAS
108865,179837,437287,sat,INTRERAURI
179846,243,0,comuna,COLTAU
108838,179846,437283,sat,COLTAU
108810,179846,437281,sat,CATALINA
107733,243,0,comuna,COPALNIC-MANASTUR
107742,107733,437100,sat,COPALNIC-MANASTUR
107751,107733,437101,sat,BERINTA
107760,107733,437102,sat,CARPINIS
107779,107733,437103,sat,COPALNIC
107788,107733,437104,sat,COPALNIC-DEAL
107797,107733,437106,sat,CURTUIUSU MIC
107804,107733,437107,sat,FAURESTI
107813,107733,437108,sat,LASCHIA
107822,107733,437109,sat,PRELUCA NOUA
107831,107733,437111,sat,PRELUCA VECHE
107840,107733,437112,sat,RUSOR
107859,107733,437113,sat,VAD
107868,243,0,comuna,COROIENI
107877,107868,437126,sat,COROIENI
107886,107868,437127,sat,BABA
107895,107868,437128,sat,DEALU MARE
107902,107868,437129,sat,DRAGHIA
107911,107868,437125,sat,VALENII LAPUSULUI
107920,243,0,comuna,CUPSENI
107939,107920,437130,sat,CUPSENI
107948,107920,437131,sat,COSTENI
107957,107920,437132,sat,LIBOTIN
107966,107920,437133,sat,UNGURENI
107975,243,0,comuna,DESESTI
107984,107975,437135,sat,DESESTI
107993,107975,437136,sat,HARNICESTI
108008,107975,437137,sat,MARA
108035,243,0,comuna,DUMBRAVITA
108044,108035,437145,sat,DUMBRAVITA
108053,108035,437146,sat,CARBUNARI
108062,108035,437147,sat,CHECHIS
108071,108035,437148,sat,RUS
108080,108035,437149,sat,SINDRESTI
108099,108035,437151,sat,UNGURAS
108106,243,0,comuna,FARCASA
108115,108106,437155,sat,FARCASA
108124,108106,437156,sat,BUZESTI
108133,108106,437157,sat,SARBI
108142,108106,437158,sat,TAMAIA
179855,243,0,comuna,GARDANI
108936,179855,437301,sat,GARDANI
108151,243,0,comuna,GIULESTI
108160,108151,437160,sat,GIULESTI
108179,108151,437161,sat,BERBESTI
108188,108151,437162,sat,FERESTI
108197,108151,437163,sat,MANASTIREA
106363,243,0,comuna,GROSI
106372,106363,437165,sat,GROSI
106381,106363,437166,sat,OCOLIS
106390,106363,437167,sat,SATU NOU DE JOS
179622,243,0,comuna,GROSII TIBLESULUI
109069,179622,437316,sat,GROSII TIBLESULUI
108204,243,0,comuna,IEUD
108213,108204,437170,sat,IEUD
108222,243,0,comuna,LAPUS
108231,108222,437175,sat,LAPUS
108240,243,0,comuna,LEORDINA
108259,108240,437180,sat,LEORDINA
108268,243,0,comuna,MIRESU MARE
108277,108268,437185,sat,MIRESU MARE
108286,108268,437186,sat,DANESTII CHIOARULUI
108295,108268,437187,sat,IADARA
108302,108268,437188,sat,LUCACESTI
108311,108268,437189,sat,REMETI PE SOMES
108320,108268,437191,sat,STEJERA
108339,108268,437192,sat,TULGHIES
108348,243,0,comuna,MOISEI
108357,108348,437195,sat,MOISEI
108366,243,0,comuna,OARTA DE JOS
108375,108366,437200,sat,OARTA DE JOS
108384,108366,437201,sat,OARTA DE SUS
108393,108366,437202,sat,ORTITA
108400,243,0,comuna,OCNA SUGATAG
108419,108400,437205,sat,OCNA SUGATAG
108428,108400,437206,sat,BREB
108437,108400,437207,sat,HOTENI
108446,108400,437208,sat,SAT-SUGATAG
179864,243,0,comuna,ONCESTI
107341,179864,437037,sat,ONCESTI
108455,243,0,comuna,PETROVA
108464,108455,437210,sat,PETROVA
108473,243,0,comuna,POIENILE DE SUB MUNTE
108482,108473,437220,sat,POIENILE DE SUB MUNTE
179604,243,0,comuna,POIENILE IZEI
107500,179604,437215,sat,POIENILE IZEI
106407,243,0,comuna,RECEA
106416,106407,437225,sat,RECEA
106425,106407,437226,sat,BOZANTA MICA
106434,106407,437227,sat,LAPUSEL
106443,106407,437228,sat,MOCIRA
106452,106407,437229,sat,SASAR
108491,243,0,comuna,REMETEA CHIOARULUI
108507,108491,437230,sat,REMETEA CHIOARULUI
108516,108491,437231,sat,BERCHEZ
108525,108491,437232,sat,BERCHEZOAIA
108534,108491,437233,sat,POSTA
108543,108491,437234,sat,REMECIOARA
108552,243,0,comuna,REMETI
108561,108552,437235,sat,REMETI
108570,108552,437236,sat,PIATRA
108589,108552,437237,sat,TECEU MIC
108598,243,0,comuna,REPEDEA
108605,108598,437240,sat,REPEDEA
108614,243,0,comuna,RONA DE JOS
108623,108614,437245,sat,RONA DE JOS
108632,243,0,comuna,RONA DE SUS
108641,108632,437250,sat,RONA DE SUS
108650,108632,437251,sat,COSTIUI
108669,243,0,comuna,ROZAVLEA
108678,108669,437255,sat,ROZAVLEA
180073,108669,0,sat,SALTA
108696,243,0,comuna,RUSCOVA
108703,108696,437260,sat,RUSCOVA
106620,243,0,comuna,SARASAU
106639,106620,437265,sat,SARASAU
108712,243,0,comuna,SATULUNG
108721,108712,437270,sat,SATULUNG
108730,108712,437271,sat,ARIESU DE PADURE
108749,108712,437272,sat,FERSIG
108758,108712,437273,sat,FINTEUSU MIC
108767,108712,437274,sat,HIDEAGA
108776,108712,437276,sat,MOGOSESTI
108785,108712,437277,sat,PRIBILESTI
108794,243,0,comuna,SACALASENI
108801,108794,437280,sat,SACALASENI
108847,108794,437284,sat,CORUIA
108856,108794,437286,sat,CULCEA
108874,243,0,comuna,SACEL
108883,108874,437290,sat,SACEL
108918,243,0,comuna,SALSIG
108927,108918,437300,sat,SALSIG
108945,243,0,comuna,SAPANTA
108954,108945,437305,sat,SAPANTA
109005,243,0,comuna,STRAMTURA
109014,109005,437310,sat,STRAMTURA
109023,109005,437311,sat,GLOD
109032,109005,437312,sat,SLATIOARA
109041,243,0,comuna,SUCIU DE SUS
109050,109041,437315,sat,SUCIU DE SUS
109078,109041,437317,sat,LARGA
109087,109041,437318,sat,SUCIU DE JOS
179613,243,0,comuna,SIEU
108687,179613,437230,sat,SIEU
109096,243,0,comuna,SISESTI
109103,109096,437325,sat,SISESTI
109112,109096,437326,sat,BONTAIENI
109121,109096,437327,sat,CETATELE
109130,109096,437328,sat,DANESTI
109149,109096,437329,sat,NEGREIA
109158,109096,437331,sat,PLOPIS
109167,109096,437332,sat,SURDESTI
106648,243,0,comuna,VADU IZEI
106657,106648,437365,sat,VADU IZEI
106666,106648,437366,sat,VALEA STEJARULUI
109354,243,0,comuna,VALEA CHIOARULUI
109363,109354,437370,sat,VALEA CHIOARULUI
109372,109354,437371,sat,CURTUIUSU MARE
109381,109354,437372,sat,DURUSA
109390,109354,437373,sat,FERICEA
109407,109354,437374,sat,MESTEACAN
109416,109354,437376,sat,VARAI
109425,243,0,comuna,VIMA MICA
109434,109425,437380,sat,VIMA MICA
109443,109425,437381,sat,ASPRA
109452,109425,437382,sat,DEALU CORBULUI
109461,109425,437383,sat,JUGASTRENI
109470,109425,437384,sat,PETERITEA
109489,109425,437386,sat,SALNITA
109498,109425,437387,sat,VIMA MARE
109504,243,0,comuna,VISEU DE JOS
109513,109504,437390,sat,VISEU DE JOS
252,1,0,judet,MEHEDINTI
109773,252,0,municipiu,DROBETA-TURNU SEVERIN
109782,109773,0,localitate,DROBETA-TURNU SEVERIN
109808,109773,220001,localitate,DUDASU SCHELEI
109791,109773,220002,localitate,GURA VAII
109817,109773,220003,localitate,SCHELA CLADOVEI
110063,252,0,municipiu,ORSOVA
110072,110063,225200,localitate,ORSOVA
109924,252,0,oras,BAIA DE ARAMA
109933,109924,225100,localitate,BAIA DE ARAMA
109942,109924,225101,sat,BRATILOVU
109951,109924,225102,sat,BREBINA
109960,109924,225103,sat,DEALU MARE
109979,109924,225104,sat,MARASESTI
109988,109924,225105,sat,NEGOESTI
109997,109924,225106,sat,PISTRITA
110009,109924,225107,sat,STANESTI
110018,109924,225108,sat,TITERLESTI
110116,252,0,oras,STREHAIA
110125,110116,225300,localitate,STREHAIA
110134,110116,225301,localitate,CIOCHIUTA
110143,110116,225302,localitate,COMANDA
110152,110116,225303,localitate,HURDUCESTI
110161,110116,225304,localitate,LUNCA BANULUI
110198,110116,225305,sat,MENTI
110205,110116,225306,sat,MOTRULENI
110170,110116,225307,localitate,SLATINICU MARE
110189,110116,225308,localitate,SLATINICU MIC
110214,110116,225309,sat,STANCESTI
110232,252,0,oras,VANJU MARE
110241,110232,225400,localitate,VANJU MARE
110250,110232,225401,sat,BUCURA
110269,110232,225402,sat,NICOLAE BALCESCU
110278,110232,225403,sat,OREVITA MARE
110287,110232,225404,sat,TRAIAN
110296,252,0,comuna,BALA
110303,110296,227010,sat,BALA
110312,110296,227011,sat,BALA DE SUS
110321,110296,227012,sat,BRATESUL
110330,110296,227013,sat,BRATIVOESTI
110349,110296,227014,sat,CAMPU MARE
110358,110296,227016,sat,CARSU
110367,110296,227017,sat,COMANESTI
110376,110296,227018,sat,CRAINICI
110385,110296,227019,sat,DALMA
110394,110296,227021,sat,IUPCA
110401,110296,227022,sat,MOLANI
110410,110296,227023,sat,RUDINA
110429,110296,227024,sat,RUNCUSORU
110438,110296,227026,sat,SARDANESTI
110447,110296,227027,sat,VIDIMIRESTI
110456,252,0,comuna,BALTA
110465,110456,227030,sat,BALTA
110474,110456,227031,sat,COADA CORNETULUI
110483,110456,227032,sat,COSTESTI
110492,110456,227033,sat,GORNOVITA
110508,110456,227034,sat,NEVATU
110517,110456,227036,sat,PREJNA
110526,110456,227037,sat,SFODEA
110535,252,0,comuna,BALACITA
110544,110535,227040,sat,BALACITA
110553,110535,227041,sat,DOBRA
110562,110535,227042,sat,GVARDINITA
110571,252,0,comuna,BACLES
110580,110571,227045,sat,BACLES
110615,110571,227046,sat,CORZU
110624,110571,227047,sat,GIURA
110633,110571,227048,sat,PETRA
110642,110571,227049,sat,PODU GROSULUI
110651,110571,227051,sat,SELISTIUTA
110660,110571,227052,sat,SMADOVITA
110688,252,0,comuna,BALVANESTI
110697,110688,227055,sat,BALVANESTI
110704,110688,227056,sat,BALVANESTII DE JOS
110713,110688,227057,sat,CALINESTII DE JOS
110722,110688,227058,sat,CALINESTII DE SUS
110731,110688,227059,sat,PARLAGELE
114060,252,0,comuna,BRANISTEA
113867,114060,227491,sat,BRANISTEA
113876,114060,227492,sat,GOANTA
110740,252,0,comuna,BREZNITA-MOTRU
110759,110740,227060,sat,BREZNITA-MOTRU
110768,110740,227061,sat,COSOVAT
110777,110740,227062,sat,DELENI
110786,110740,227063,sat,FAUROAIA
110795,110740,227064,sat,PLAI
110802,110740,227066,sat,TALAPANU
110811,110740,227067,sat,VALEA TEIULUI
110820,252,0,comuna,BREZNITA-OCOL
110839,110820,227070,sat,BREZNITA-OCOL
110848,110820,227071,sat,JIDOSTITA
110857,110820,227072,sat,MAGHERU
110866,110820,227073,sat,SUSITA
110875,252,0,comuna,BROSTENI
110884,110875,227075,sat,BROSTENI
110893,110875,227076,sat,CAPATANESTI
110900,110875,227077,sat,LUNCSOARA
